version,difficulty,syncSource,service,level,actionType,category,estimatedSavings,description,contentHash,automatedCheck,id,checkImplemented,tipId,actionLabel,title,cloud,implementedInAct,serviceKey,createdAt,drilldownInstructions,drilldownApis,provider,providerRouting,confidenceTag,positiveCount,source
1,medium,bedrock-ai,SageMaker,3,advisory,scheduling,30-50%,Schedule SageMaker endpoints to turn off during off-peak hours. Use AWS Lambda with EventBridge for automation.,430285de146c7a9b407d9b573f52bd129641dc473821c5b0f408f2f89783a8fd,aws sagemaker describe-endpoint --endpoint-name <endpoint-name> --query 'EndpointConfigName',sagemaker-006,false,sagemaker-006,View Details,Schedule SageMaker endpoints,AWS,,,2026-06-02T02:10:38.409798+00:00,1. List all endpoints — real-time endpoints cost per instance-hour even with 0 invocations. 2. Check invocation count: endpoints with 0 invocations are pure waste. 3. For low-traffic endpoints: switch to Serverless Inference (scales to zero). 4. Check notebook instances: stopped notebooks still incur storage charges; unused ones should be deleted. 5. For training jobs: use Spot training (up to 90% savings) for fault-tolerant workloads.,"[""sagemaker:ListEndpoints"",""sagemaker:DescribeEndpoint(EndpointName='<each>')"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/SageMaker',MetricName='Invocations',Period=86400,Statistics=['Sum'],StartTime=-7d)""]",,,,,
1,hard,bedrock-ai,SageMaker,3,advisory,architecture,varies,Implement CI/CD pipelines using SageMaker Pipelines to automate training jobs and reduce manual errors.,d1596dbb6d1dde06abc143b3797cf8a8f63e42fbf489798009ad8ec5a0f6a616,aws sagemaker describe-pipeline --pipeline-name <pipeline-name>,sagemaker-007,false,sagemaker-007,View Details,Use SageMaker Pipelines for CI/CD,AWS,,,2026-06-02T16:11:38.733455+00:00,1. List all endpoints — real-time endpoints cost per instance-hour even with 0 invocations. 2. Check invocation count: endpoints with 0 invocations are pure waste. 3. For low-traffic endpoints: switch to Serverless Inference (scales to zero). 4. Check notebook instances: stopped notebooks still incur storage charges; unused ones should be deleted. 5. For training jobs: use Spot training (up to 90% savings) for fault-tolerant workloads.,"[""sagemaker:ListEndpoints"",""sagemaker:DescribeEndpoint(EndpointName='<each>')"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/SageMaker',MetricName='Invocations',Period=86400,Statistics=['Sum'],StartTime=-7d)""]",,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,idle-resources,20-40%,Regularly check and terminate SageMaker notebook instances that have been idle for more than a week to avoid unnecessary costs.,d2381cbe887a73dd89427c3c4c747f7f14afb541c5b072864c886535c379f803,aws sagemaker describe-notebook-instances --query 'NotebookInstances[?Status=='InService' && LastModifiedTime<=`2023-01-01`]' --output text,sagemaker-008,false,sagemaker-008,View Details,Terminate idle SageMaker notebook instances,AWS,,,2026-06-06T02:10:39.931822+00:00,1. List all endpoints — real-time endpoints cost per instance-hour even with 0 invocations. 2. Check invocation count: endpoints with 0 invocations are pure waste. 3. For low-traffic endpoints: switch to Serverless Inference (scales to zero). 4. Check notebook instances: stopped notebooks still incur storage charges; unused ones should be deleted. 5. For training jobs: use Spot training (up to 90% savings) for fault-tolerant workloads.,"[""sagemaker:ListEndpoints"",""sagemaker:DescribeEndpoint(EndpointName='<each>')"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/SageMaker',MetricName='Invocations',Period=86400,Statistics=['Sum'],StartTime=-7d)""]",,,,,
1,easy,bedrock-ai,SageMaker,3,advisory,idle-resources,$50/month,Stop running SageMaker notebooks that are not in use to avoid unnecessary costs.,30c334599b1bc99c21e8e0082bf61c50f79470e1642daf4ccaaaf686aa69930a,aws sagemaker describe-notebook-instances --query 'NotebookInstances[?Status!='InService'].Name',sagemaker-009,false,sagemaker-009,View Details,Stop Unused SageMaker Notebooks,AWS,,,2026-06-07T02:10:38.141377+00:00,1. List all endpoints — real-time endpoints cost per instance-hour even with 0 invocations. 2. Check invocation count: endpoints with 0 invocations are pure waste. 3. For low-traffic endpoints: switch to Serverless Inference (scales to zero). 4. Check notebook instances: stopped notebooks still incur storage charges; unused ones should be deleted. 5. For training jobs: use Spot training (up to 90% savings) for fault-tolerant workloads.,"[""sagemaker:ListEndpoints"",""sagemaker:DescribeEndpoint(EndpointName='<each>')"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Namespace='AWS/SageMaker',MetricName='Invocations',Period=86400,Statistics=['Sum'],StartTime=-7d)""]",,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,scheduling,20-40%,Schedule endpoint availability to reduce costs during off-peak hours.,61ee59e98a7e5a7bfe09213610c70e40c61d7b5192a38ff779b2f03228410726,aws sagemaker create-endpoint-config --production-variants VariantName=AllTraffic --endpoint-config-name my-endpoint-config && aws sagemaker create-endpoint --endpoint-config-name my-endpoint-config --endpoint-name my-endpoint,sagemaker-010,false,sagemaker-010,View Details,Use SageMaker Scheduled Endpoints,AWS,,,2026-06-10T02:10:41.514447+00:00,Find endpoints with 0 invocations (pure waste). Switch low-traffic endpoints to Serverless Inference. Delete unused notebooks.,"[""sagemaker:ListEndpoints"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Invocations)""]",,,,,
1,medium,bedrock-ai,SageMaker,3,advisory,idle-resources,20-40%,Regularly check and stop unused SageMaker endpoints to avoid unnecessary costs.,bf9d0d2e59d5dc7dc68fe5ef3163aef328ba06367982fe284d945205c8ca682f,aws sagemaker describe-endpoints --query 'Endpoints[?EndpointStatus==`InService`].EndpointName' --output text,sagemaker-011,false,sagemaker-011,View Details,Stop idle SageMaker endpoints,AWS,,,2026-06-11T02:10:39.136892+00:00,Find endpoints with 0 invocations (pure waste). Switch low-traffic endpoints to Serverless Inference. Delete unused notebooks.,"[""sagemaker:ListEndpoints"",""sagemaker:ListNotebookInstances"",""cloudwatch:GetMetricStatistics(Invocations)""]",,,,,
,easy,,Secret Manager,2,pending,cleanup,20-40%,Secret Manager charges per-active-secret-version/month plus per-access-operation. Destroy old secret versions (rotated credentials) and remove secrets for decommissioned applications.,,,,false,gcp-secretmgr-001,Coming Soon,Delete unused Secret Manager secret versions,GCP,false,Secret Manager,,,,,,,,
1,medium,bedrock-ai,Secrets Manager,3,advisory,right-sizing,varies,Automate secret rotation to ensure you are not charged for unused or outdated secrets.,e9b7d4143e5a744a4d282780afeed36b611da33427449e2269755eeb7d0f63e2,aws secretsmanager list-secrets --query 'SecretList[?Tags[?Key==`rotation`].Value==`enabled`]' --output text,secrets manager-001,false,secrets manager-001,View Details,Rotate secrets regularly,AWS,,,,,,,,,,
1,medium,bedrock-ai,Secrets Manager,3,advisory,right-sizing,varies,"Set automatic rotation for secrets to ensure they are updated regularly, reducing security risks.",b299402cb6a2931b03f26c438958a1c4712105e60a0e3d5f5ebaf2b7c13e0df3,"aws secretsmanager list-secrets --query 'SecretList[?contains(Tags[?Key==`aws-secrets-manager-rotation`].Value, `enabled`) == false]' --output text",secrets manager-002,false,secrets manager-002,View Details,Rotate secrets on a schedule,AWS,,,2026-06-01T02:10:37.168840+00:00,,,,,,,
,medium,,Service Bus,2,pending,right-sizing,50-70%,"Service Bus Premium tier includes dedicated capacity but costs significantly more. Use Standard tier for workloads not requiring message isolation, large messages, or geo-disaster recovery.",,,,false,azure-servicebus-001,Coming Soon,Downgrade Service Bus tier for low-volume messaging,AZURE,false,Service Bus,,,,,,,,
,easy,,Service Bus,2,pending,idle-resources,100%,"Unused Premium tier messaging units incur costs regardless of message flow. Delete unused queues, topics, and entire namespaces for decommissioned microservice communication patterns.",,,,false,azure-servicebus-002,Coming Soon,Remove unused Service Bus queues and topics,AZURE,false,Service Bus,,,,,,,,
,easy,,Service Bus,2,pending,data-management,10-20%,Configure message Time-to-Live and max delivery counts to prevent queue bloat. Route dead-lettered messages to cheaper storage for analysis instead of keeping them in Service Bus indefinitely.,,,,false,azure-servicebus-003,Coming Soon,Set message TTL and dead-letter policies,AZURE,false,Service Bus,,,,,,,,
1,medium,bedrock-ai,Service Bus,3,advisory,data-management,10-30%,Implement a policy to archive old Service Bus messages to Azure Blob Storage to reduce costs.,64f0066f9d66d0d5ec3f34d9e5a045d7fbb48e6e2da29a4ea31d3bd3216cefe9,az servicebus namespace message-count --namespace-name <namespace_name> --queue <queue_name>,service bus-001,false,service bus-001,View Details,Archive Old Service Bus Messages,AZURE,,,2026-06-05T02:10:37.609239+00:00,,,,,,,
1,easy,bedrock-ai,Shield,3,advisory,usage-monitoring,varies,Regularly review Shield metrics to ensure it's protecting resources effectively.,9ddf92a122f8ee3f7565a11eac04ac98c65b71c0f7614bf0af80d49888c6beae,aws shield describe-protection --region <REGION>,shield-001,false,shield-001,View Details,Monitor Shield Advanced usage,AWS,,,,,,,,,,
1,medium,bedrock-ai,Shield,3,advisory,right-sizing,30-50%,"If not fully utilizing Shield Advanced, downgrade to Standard for cost savings.",350f3754e70ed18cb482017452d7c96888cf230965a28c7824a91e8f732f4ff5,aws shield describe-protection --protection-id <protection-id>,shield-002,false,shield-002,View Details,Evaluate Shield Advanced Usage,AWS,,,2026-05-30T14:27:33.430497+00:00,,,,,,,
,easy,,Site Recovery,2,pending,right-sizing,30-50%,Azure Site Recovery charges per-protected-instance/month. Review which VMs truly need DR replication — dev/test and easily-recreatable VMs often don't justify the replication cost.,,,,false,azure-asr-001,Coming Soon,Remove unnecessary VMs from Site Recovery replication,AZURE,false,Site Recovery,,,,,,,,
,easy,,Site Recovery,2,pending,data-management,20-35%,"Configure minimal recovery point retention (default is 24 hours, max 72). Reduce to the minimum acceptable RPO to lower the storage costs for replicated snapshots in the target region.",,,,false,azure-asr-002,Coming Soon,Reduce Site Recovery snapshot retention,AZURE,false,Site Recovery,,,,,,,,
,easy,,Speech-to-Text,2,pending,right-sizing,40-60%,Speech-to-Text offers multiple models at different price points. Use the standard model for general transcription and reserve enhanced/medical models only where accuracy justifies the 2-3x premium.,,,,false,gcp-speech-001,Coming Soon,Choose appropriate Speech-to-Text model for accuracy needs,GCP,false,Speech-to-Text,,,,,,,,
1,hard,bedrock-ai,Step Functions,3,advisory,architecture,10-30%,Review and consolidate state machines to reduce complexity and lower costs.,978f94a4c9239c8436867853f2f2520efeb590c41aed99cdbecc0384015aa0bc,aws stepfunctions list-state-machines,step functions-001,false,step functions-001,View Details,Simplify Step Functions state machines,AWS,,,,,,,,,,
1,medium,bedrock-ai,Step Functions,3,advisory,scheduling,20-40%,Use CloudWatch Events to trigger state machines during off-peak hours to save costs.,fc2d36bd61872fd11eeef4ec6f73daeaf119aea6239062cb4986fdc748afaa6b,aws events describe-rule --name <rule-name>,step functions-002,false,step functions-002,View Details,Schedule State Machine Executions,AWS,,,2026-05-31T02:10:37.913977+00:00,,,,,,,
,easy,,Storage,2,pending,idle-resources,100%,Orphaned managed disks (not attached to any VM) continue incurring charges. Identify and delete unused disks or snapshot them to a cheaper tier before deletion.,,,,false,azure-storage-002,Coming Soon,Delete unattached Managed Disks,AZURE,false,Storage,,1. List all storage accounts — check access tier (Hot/Cool/Archive). 2. Get used capacity per account from Monitor metrics. 3. Check if lifecycle management policies exist — accounts without policies keep all data in Hot tier (most expensive). 4. For infrequently accessed data: move to Cool tier (50% cheaper) or Archive (90% cheaper). 5. Check for accounts with Premium/GRS redundancy that could use Standard/LRS. 6. Show: 'Account X has Y TB in Hot tier with no lifecycle policy. Moving to Cool saves $Z/mo.',"[""az storage account list --query '[].{name:name,sku:sku.name,kind:kind,accessTier:accessTier}'"",""az storage blob service-properties show --account-name <each>"",""az monitor metrics list --resource <account_id> --metric 'UsedCapacity' --interval P30D"",""az storage account management-policy show --account-name <each>"",""az advisor recommendation list --category Cost --resource-type 'Microsoft.Storage/storageAccounts'""]",,,,,
1,medium,bedrock-ai,Storage,3,advisory,storage-tiering,30-50%,Transfer infrequently accessed blob storage to cooler tiers to save costs.,6401a885239a8adc80f79be7aed36fdec69725c3a90dd40433b2fb9362e71712,az storage blob list --account-name <your-storage-account> --query '[].blobType' --output tsv,storage-001,false,storage-001,View Details,Move rarely accessed data to cooler tiers,AZURE,,,2026-06-03T02:10:38.263144+00:00,1. List all storage accounts — check access tier (Hot/Cool/Archive). 2. Get used capacity per account from Monitor metrics. 3. Check if lifecycle management policies exist — accounts without policies keep all data in Hot tier (most expensive). 4. For infrequently accessed data: move to Cool tier (50% cheaper) or Archive (90% cheaper). 5. Check for accounts with Premium/GRS redundancy that could use Standard/LRS. 6. Show: 'Account X has Y TB in Hot tier with no lifecycle policy. Moving to Cool saves $Z/mo.',"[""az storage account list --query '[].{name:name,sku:sku.name,kind:kind,accessTier:accessTier}'"",""az storage blob service-properties show --account-name <each>"",""az monitor metrics list --resource <account_id> --metric 'UsedCapacity' --interval P30D"",""az storage account management-policy show --account-name <each>"",""az advisor recommendation list --category Cost --resource-type 'Microsoft.Storage/storageAccounts'""]",,,,,
1,medium,bedrock-ai,Storage,3,advisory,storage-tiering,50-70%,Automatically move data that is accessed less than once a month to Azure Cool storage and data accessed less than once a year to Archive storage.,7a41b8c31d3fba21020862d720c139884ea15c04bf04404d9a86dbec64e5959a,az storage blob list --account-name <your-storage-account> --query '[] | [?lastModified<=`2023-01-01`]' --output text,storage-002,false,storage-002,View Details,Move data to Azure Cool or Archive storage,AZURE,,,2026-06-06T02:10:39.931822+00:00,1. List all storage accounts — check access tier (Hot/Cool/Archive). 2. Get used capacity per account from Monitor metrics. 3. Check if lifecycle management policies exist — accounts without policies keep all data in Hot tier (most expensive). 4. For infrequently accessed data: move to Cool tier (50% cheaper) or Archive (90% cheaper). 5. Check for accounts with Premium/GRS redundancy that could use Standard/LRS. 6. Show: 'Account X has Y TB in Hot tier with no lifecycle policy. Moving to Cool saves $Z/mo.',"[""az storage account list --query '[].{name:name,sku:sku.name,kind:kind,accessTier:accessTier}'"",""az storage blob service-properties show --account-name <each>"",""az monitor metrics list --resource <account_id> --metric 'UsedCapacity' --interval P30D"",""az storage account management-policy show --account-name <each>"",""az advisor recommendation list --category Cost --resource-type 'Microsoft.Storage/storageAccounts'""]",,,,,
